Counter,Info,Signal type,Time (24h),SSID (BSSID),WiFi speed (Mbps),dBm,dBm average,Best signal,Percent:,Percent average,My Location latitude,My Location longitude
,Log date: 10/26/19
,Log start: 18:23:17
,Log interval: 1 seconds
,Device/Model: RMX1911
,Android: Version 9
,SSID (BSSID)SSID (BSSID): "TPLINK" (30:b5:c2:bb:f2:ca)
,MAC: 02:00:00:00:00:00
,WiFi speed: 72 MBit/s
,Encryption: [WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS]
,Frequency (channel): 2452MHz * 9
,IP: 192.168.0.100
,External IP: null
,Netmask: 0.0.0.0
,Gateway: 192.168.0.1
,DHCP-Server: 192.168.0.1
,DNS1: 192.168.0.1
,DNS2: 0.0.0.0
1,,wifi,18:23:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,63%,26.5129035,80.2320997
2,,wifi,18:23:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-59,-59,65%,64%,26.5129035,80.2320997
3,,wifi,18:23:20,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-59,-59,65%,64%,26.5129035,80.2320997
4,,wifi,18:23:22,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-59,-59,63%,64%,26.512902,80.232102
5,,wifi,18:23:23,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-59,-59,63%,63%,26.512902,80.232102
6,,wifi,18:23:24,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-59,-59,65%,64%,26.512902,80.232102
7,,wifi,18:23:25,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-58,65%,64%,26.512902,80.232102
8,,wifi,18:23:26,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-58,65%,64%,26.512902,80.232102
9,,wifi,18:23:27,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-58,-56,68%,64%,26.512902,80.232102
10,,wifi,18:23:28,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-58,-56,68%,65%,26.512902,80.232102
11,,wifi,18:23:29,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.232102
12,,wifi,18:23:30,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.232102
13,,wifi,18:23:31,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.232102
14,,wifi,18:23:32,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.232102
15,,wifi,18:23:33,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.2321019
16,,wifi,18:23:34,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.2321019
17,,wifi,18:23:35,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.2321019
18,,wifi,18:23:36,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
19,,wifi,18:23:37,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
20,,wifi,18:23:38,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
21,,wifi,18:23:39,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-58,-56,68%,65%,26.512902,80.2321019
22,,wifi,18:23:40,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-58,-56,68%,65%,26.512902,80.2321019
23,,wifi,18:23:41,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-58,-56,68%,65%,26.512902,80.2321019
24,,wifi,18:23:42,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.2321019
25,,wifi,18:23:43,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-58,-56,65%,65%,26.512902,80.2321019
26,,wifi,18:23:44,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
27,,wifi,18:23:45,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
28,,wifi,18:23:46,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
29,,wifi,18:23:48,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
30,,wifi,18:23:49,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
31,,wifi,18:23:50,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-58,-56,63%,65%,26.512902,80.2321019
32,,wifi,18:23:51,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-58,-56,63%,65%,26.512902,80.2321019
33,,wifi,18:23:52,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-58,-56,63%,65%,26.512902,80.2321019
34,,wifi,18:23:53,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-58,-56,63%,65%,26.512902,80.2321019
35,,wifi,18:23:54,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-58,-56,63%,64%,26.512902,80.2321019
36,,wifi,18:23:55,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-58,-56,68%,65%,26.512902,80.2321019
37,,wifi,18:23:56,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-58,-56,68%,65%,26.512902,80.2321019
38,,wifi,18:23:57,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-58,-56,68%,65%,26.512902,80.2321019
39,,wifi,18:23:58,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
40,,wifi,18:23:59,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-58,-56,65%,65%,26.512902,80.2321019
41,,wifi,18:24:0,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-58,-51,75%,65%,26.512902,80.2321019
42,,wifi,18:24:1,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-58,-51,75%,65%,26.512902,80.2321016
43,,wifi,18:24:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-57,-51,75%,65%,26.512902,80.2321016
44,,wifi,18:24:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-57,-51,70%,65%,26.512902,80.2321016
45,,wifi,18:24:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-57,-51,68%,66%,26.512902,80.2321016
46,,wifi,18:24:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-57,-51,68%,66%,26.512902,80.2321016
47,,wifi,18:24:6,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-57,-51,68%,66%,26.512902,80.2321016
48,,wifi,18:24:7,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-57,-51,68%,66%,26.512902,80.2321016
49,,wifi,18:24:8,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-57,-51,68%,66%,26.512902,80.2321016
50,,wifi,18:24:9,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-57,-51,65%,66%,26.5129023,80.2321012
51,,wifi,18:24:10,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-57,-51,65%,66%,26.5129023,80.2321012
52,,wifi,18:24:11,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-57,-51,65%,66%,26.5129023,80.2321012
53,,wifi,18:24:12,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-57,-51,63%,66%,26.5129023,80.2321012
54,,wifi,18:24:13,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-57,-51,63%,66%,26.5129023,80.2321012
55,,wifi,18:24:14,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-57,-51,63%,65%,26.5129023,80.2321012
56,,wifi,18:24:15,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-57,-51,63%,65%,26.5129023,80.2321012
57,,wifi,18:24:17,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-58,-51,63%,65%,26.5129023,80.2321012
58,,wifi,18:24:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-58,-51,63%,65%,26.5129022,80.2321013
59,,wifi,18:24:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-58,-51,60%,65%,26.5129022,80.2321013
60,,wifi,18:24:20,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-58,-51,60%,65%,26.5129022,80.2321013
61,,wifi,18:24:21,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-58,-51,60%,65%,26.5129022,80.2321013
