Counter,Info,Signal type,Time (24h),SSID (BSSID),WiFi speed (Mbps),dBm,dBm average,Best signal,Percent:,Percent average,My Location latitude,My Location longitude
,Log date: 10/26/19
,Log start: 21:21:50
,Log interval: 1 seconds
,Device/Model: RMX1911
,Android: Version 9
,SSID (BSSID)SSID (BSSID): "TPLINK" (30:b5:c2:bb:f2:ca)
,MAC: 02:00:00:00:00:00
,WiFi speed: 72 MBit/s
,Encryption: [WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS]
,Frequency (channel): 2452MHz * 9
,IP: 192.168.0.100
,External IP: null
,Netmask: 0.0.0.0
,Gateway: 192.168.0.1
,DHCP-Server: 192.168.0.1
,DNS1: 192.168.0.1
,DNS2: 0.0.0.0
1,,wifi,21:21:51,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-52,73%,73%,26.5129027,80.2321004
2,,wifi,21:21:52,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-52,73%,73%,26.5129027,80.2321004
3,,wifi,21:21:53,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-52,73%,73%,26.5129027,80.2321004
4,,wifi,21:21:54,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,73%,26.5129029,80.2320992
5,,wifi,21:21:55,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,73%,26.5129029,80.2320992
6,,wifi,21:21:56,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,74%,26.5129029,80.2320992
7,,wifi,21:21:57,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,74%,26.5129029,80.2320992
8,,wifi,21:21:58,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,74%,26.5129029,80.2320992
9,,wifi,21:21:59,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,74%,26.5129029,80.2320992
10,,wifi,21:22:0,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,74%,26.5129029,80.2320992
11,,wifi,21:22:1,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320992
12,,wifi,21:22:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
13,,wifi,21:22:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
14,,wifi,21:22:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
15,,wifi,21:22:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
16,,wifi,21:22:7,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
17,,wifi,21:22:8,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
18,,wifi,21:22:9,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
19,,wifi,21:22:10,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
20,,wifi,21:22:11,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
21,,wifi,21:22:12,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.5129029,80.2320993
22,,wifi,21:22:13,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,73%,26.512903,80.2320993
23,,wifi,21:22:14,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320993
24,,wifi,21:22:15,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320993
25,,wifi,21:22:16,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320993
26,,wifi,21:22:17,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320993
27,,wifi,21:22:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,73%,26.512903,80.2320993
28,,wifi,21:22:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-50,75%,73%,26.512903,80.2320993
29,,wifi,21:22:20,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-50,75%,73%,26.512903,80.2320993
30,,wifi,21:22:21,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-51,-49,78%,73%,26.512903,80.2320993
31,,wifi,21:22:22,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-51,-49,78%,73%,26.512903,80.2320993
32,,wifi,21:22:24,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-51,-49,78%,74%,26.512903,80.2320993
33,,wifi,21:22:25,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-49,75%,74%,26.512903,80.2320993
34,,wifi,21:22:26,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-49,75%,74%,26.5129033,80.2320985
35,,wifi,21:22:27,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-49,75%,74%,26.5129033,80.2320985
36,,wifi,21:22:28,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-49,75%,74%,26.5129033,80.2320985
37,,wifi,21:22:29,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-49,75%,74%,26.5129033,80.2320985
38,,wifi,21:22:30,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-51,-49,75%,74%,26.5129033,80.2320985
39,,wifi,21:22:31,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-49,75%,74%,26.5129033,80.2320985
40,,wifi,21:22:32,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-49,75%,74%,26.5129033,80.2320985
41,,wifi,21:22:33,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-51,-49,78%,74%,26.5129033,80.2320985
42,,wifi,21:22:34,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-51,-49,78%,74%,26.5129033,80.2320985
43,,wifi,21:22:35,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-51,-49,78%,74%,26.5129033,80.2320985
44,,wifi,21:22:36,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-50,-49,78%,74%,26.5129033,80.2320985
45,,wifi,21:22:37,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-50,-49,78%,74%,26.5129033,80.232099
46,,wifi,21:22:39,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-50,-49,78%,74%,26.5129033,80.232099
47,,wifi,21:22:40,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,74%,26.5129033,80.232099
48,,wifi,21:22:41,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,74%,26.5129033,80.232099
49,,wifi,21:22:42,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,74%,26.5129033,80.232099
50,,wifi,21:22:43,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,74%,26.5129033,80.232099
51,,wifi,21:22:44,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,75%,26.5129033,80.232099
52,,wifi,21:22:45,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,75%,26.5129033,80.232099
53,,wifi,21:22:46,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,75%,26.5129033,80.2320987
54,,wifi,21:22:47,"TPLINK" (30:b5:c2:bb:f2:ca),72,-48,-50,-48,78%,75%,26.5129033,80.2320987
