Counter,Info,Signal type,Time (24h),SSID (BSSID),WiFi speed (Mbps),dBm,dBm average,Best signal,Percent:,Percent average,My Location latitude,My Location longitude
,Log date: 10/26/19
,Log start: 21:17:24
,Log interval: 1 seconds
,Device/Model: RMX1911
,Android: Version 9
,SSID (BSSID)SSID (BSSID): "TPLINK" (30:b5:c2:bb:f2:ca)
,MAC: 02:00:00:00:00:00
,WiFi speed: 72 MBit/s
,Encryption: [WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS]
,Frequency (channel): 2452MHz * 9
,IP: 192.168.0.100
,External IP: null
,Netmask: 0.0.0.0
,Gateway: 192.168.0.1
,DHCP-Server: 192.168.0.1
,DNS1: 192.168.0.1
,DNS2: 0.0.0.0
1,,wifi,21:17:25,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,75%,26.5129038,80.2320976
2,,wifi,21:17:26,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,75%,26.5129038,80.2320976
3,,wifi,21:17:27,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,75%,26.5129038,80.2320976
4,,wifi,21:17:28,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,74%,26.5129038,80.2320976
5,,wifi,21:17:29,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,74%,26.5129038,80.2320976
6,,wifi,21:17:30,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,74%,26.512903,80.2320864
7,,wifi,21:17:31,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320864
8,,wifi,21:17:32,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320864
9,,wifi,21:17:33,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-51,-51,73%,73%,26.512903,80.2320864
10,,wifi,21:17:34,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-51,-51,73%,73%,26.512903,80.2320864
11,,wifi,21:17:35,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-51,-51,73%,73%,26.512903,80.2320864
12,,wifi,21:17:36,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,73%,26.512903,80.2320864
13,,wifi,21:17:37,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,73%,26.5129033,80.2320989
14,,wifi,21:17:38,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,73%,26.5129033,80.2320989
15,,wifi,21:17:39,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,73%,26.5129033,80.2320989
16,,wifi,21:17:40,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-52,-51,70%,73%,26.5129033,80.2320989
17,,wifi,21:17:41,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-52,-51,70%,73%,26.5129033,80.2320989
18,,wifi,21:17:42,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-52,-51,70%,72%,26.5129033,80.2320989
19,,wifi,21:17:43,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129033,80.2320989
20,,wifi,21:17:44,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129033,80.2320989
21,,wifi,21:17:45,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129028,80.2320998
22,,wifi,21:17:46,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-52,-51,70%,72%,26.5129028,80.2320998
23,,wifi,21:17:48,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-52,-51,70%,72%,26.5129028,80.2320998
24,,wifi,21:17:49,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-52,-51,70%,72%,26.5129028,80.2320998
25,,wifi,21:17:50,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-52,-51,70%,72%,26.5129028,80.2320998
26,,wifi,21:17:51,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-52,-51,70%,72%,26.5129028,80.2320998
27,,wifi,21:17:52,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129028,80.2320998
28,,wifi,21:17:53,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129028,80.2320998
29,,wifi,21:17:54,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-52,-51,75%,72%,26.5129027,80.2321001
30,,wifi,21:17:55,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-52,-51,70%,72%,26.5129027,80.2321001
31,,wifi,21:17:56,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-52,-51,70%,72%,26.5129027,80.2321001
32,,wifi,21:17:57,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-52,-51,70%,72%,26.5129027,80.2321001
33,,wifi,21:17:58,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-53,-51,70%,72%,26.5129027,80.2321001
34,,wifi,21:17:59,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-53,-51,70%,72%,26.5129027,80.2321001
35,,wifi,21:18:0,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-53,-51,70%,72%,26.5129027,80.2321001
36,,wifi,21:18:1,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-53,-51,70%,71%,26.5129027,80.2321001
37,,wifi,21:18:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-53,-51,70%,71%,26.5129027,80.2320999
38,,wifi,21:18:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-53,-51,70%,71%,26.5129027,80.2320999
39,,wifi,21:18:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-53,-51,73%,71%,26.5129027,80.2320999
40,,wifi,21:18:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-53,-51,73%,71%,26.5129027,80.2320999
41,,wifi,21:18:7,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-53,-51,73%,71%,26.5129027,80.2320999
42,,wifi,21:18:8,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,71%,26.5129027,80.2320999
43,,wifi,21:18:9,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
44,,wifi,21:18:10,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
45,,wifi,21:18:11,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
46,,wifi,21:18:12,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
47,,wifi,21:18:13,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
48,,wifi,21:18:14,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
49,,wifi,21:18:15,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-53,-51,73%,72%,26.5129027,80.2321
50,,wifi,21:18:16,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-53,-51,73%,72%,26.5129027,80.2321
51,,wifi,21:18:17,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-53,-51,73%,72%,26.5129027,80.2321
52,,wifi,21:18:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129027,80.2321
53,,wifi,21:18:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129027,80.2321
54,,wifi,21:18:21,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129028,80.2321004
55,,wifi,21:18:22,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129028,80.2321004
56,,wifi,21:18:23,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129028,80.2321004
57,,wifi,21:18:24,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129028,80.2321004
58,,wifi,21:18:25,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129028,80.2321004
59,,wifi,21:18:26,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129028,80.2321004
60,,wifi,21:18:27,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-52,-51,73%,72%,26.5129028,80.2321004
61,,wifi,21:18:28,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-51,73%,72%,26.5129029,80.2320997
