Counter,Info,Signal type,Time (24h),SSID (BSSID),WiFi speed (Mbps),dBm,dBm average,Best signal,Percent:,Percent average,My Location latitude,My Location longitude
,Log date: 10/26/19
,Log start: 19:52:40
,Log interval: 1 seconds
,Device/Model: RMX1911
,Android: Version 9
,SSID (BSSID)SSID (BSSID): "TPLINK" (30:b5:c2:bb:f2:ca)
,MAC: 02:00:00:00:00:00
,WiFi speed: 72 MBit/s
,Encryption: [WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS]
,Frequency (channel): 2452MHz * 9
,IP: 192.168.0.100
,External IP: null
,Netmask: 0.0.0.0
,Gateway: 192.168.0.1
,DHCP-Server: 192.168.0.1
,DNS1: 192.168.0.1
,DNS2: 0.0.0.0
1,,wifi,19:52:41,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-52,73%,73%,26.5129037,80.2320983
2,,wifi,19:52:42,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-52,-52,73%,73%,26.5129037,80.2320983
3,,wifi,19:52:43,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,73%,26.5129037,80.2320983
4,,wifi,19:52:44,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,74%,26.5129037,80.2320983
5,,wifi,19:52:45,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-51,-51,75%,74%,26.5129037,80.2320983
6,,wifi,19:52:46,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-50,-47,80%,75%,26.5129036,80.2321007
7,,wifi,19:52:47,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-50,-47,80%,75%,26.5129036,80.2321007
8,,wifi,19:52:48,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-50,-47,78%,76%,26.5129036,80.2321007
9,,wifi,19:52:49,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-49,-47,78%,76%,26.5129036,80.2321007
10,,wifi,19:52:50,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-49,-47,78%,76%,26.5129036,80.2321007
11,,wifi,19:52:51,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-49,-47,78%,76%,26.5129036,80.2321007
12,,wifi,19:52:53,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-49,-47,75%,76%,26.5129036,80.2321007
13,,wifi,19:52:54,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-49,-47,75%,76%,26.5129038,80.2321005
14,,wifi,19:52:55,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-49,-47,75%,76%,26.5129038,80.2321005
15,,wifi,19:52:56,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-49,-47,75%,76%,26.5129038,80.2321005
16,,wifi,19:52:57,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-49,-47,75%,76%,26.5129038,80.2321005
17,,wifi,19:52:58,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-49,-47,75%,76%,26.5129038,80.2321005
18,,wifi,19:52:59,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-50,-47,73%,75%,26.5129038,80.2321005
19,,wifi,19:53:0,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-50,-47,73%,75%,26.5129038,80.2321005
20,,wifi,19:53:1,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-50,-47,70%,75%,26.5129038,80.2321005
21,,wifi,19:53:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-50,-47,70%,75%,26.5129126,80.2321078
22,,wifi,19:53:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-54,-50,-47,70%,74%,26.5129126,80.2321078
23,,wifi,19:53:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-50,-47,75%,74%,26.5129126,80.2321078
24,,wifi,19:53:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-50,-47,75%,74%,26.5129126,80.2321078
25,,wifi,19:53:6,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-50,-47,75%,74%,26.5129126,80.2321078
26,,wifi,19:53:7,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-50,-47,75%,74%,26.5129126,80.2321078
27,,wifi,19:53:8,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-50,-47,73%,74%,26.5129126,80.2321078
28,,wifi,19:53:10,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-50,-47,73%,74%,26.5129039,80.2321001
29,,wifi,19:53:11,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-50,-47,80%,75%,26.5129039,80.2321001
30,,wifi,19:53:12,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-50,-47,80%,75%,26.5129039,80.2321001
31,,wifi,19:53:13,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-50,-47,80%,75%,26.5129039,80.2321001
32,,wifi,19:53:14,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-50,-47,78%,75%,26.5129039,80.2321001
33,,wifi,19:53:15,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-50,-47,78%,75%,26.5129039,80.2321001
34,,wifi,19:53:16,"TPLINK" (30:b5:c2:bb:f2:ca),72,-46,-50,-46,80%,75%,26.5129039,80.2321001
35,,wifi,19:53:17,"TPLINK" (30:b5:c2:bb:f2:ca),72,-46,-50,-46,80%,75%,26.5129123,80.2321085
36,,wifi,19:53:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-46,-50,-46,80%,75%,26.5129123,80.2321085
37,,wifi,19:53:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-46,-49,-46,80%,75%,26.5129123,80.2321085
38,,wifi,19:53:20,"TPLINK" (30:b5:c2:bb:f2:ca),72,-46,-49,-46,80%,76%,26.5129123,80.2321085
39,,wifi,19:53:21,"TPLINK" (30:b5:c2:bb:f2:ca),72,-46,-49,-46,80%,76%,26.5129123,80.2321085
40,,wifi,19:53:22,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-49,-46,80%,76%,26.5129046,80.2321163
41,,wifi,19:53:23,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-49,-46,80%,76%,26.5129046,80.2321163
42,,wifi,19:53:25,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-49,-46,80%,76%,26.5129046,80.2321163
43,,wifi,19:53:26,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-49,-46,80%,76%,26.5129046,80.2321163
44,,wifi,19:53:27,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-49,-46,80%,76%,26.5129046,80.2321163
45,,wifi,19:53:28,"TPLINK" (30:b5:c2:bb:f2:ca),72,-47,-49,-46,80%,76%,26.5129046,80.2321163
46,,wifi,19:53:29,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-49,-46,78%,76%,26.5129046,80.2321163
47,,wifi,19:53:30,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-49,-46,78%,76%,26.5129046,80.2321163
48,,wifi,19:53:31,"TPLINK" (30:b5:c2:bb:f2:ca),72,-49,-49,-46,78%,76%,26.5129046,80.2321163
49,,wifi,19:53:32,"TPLINK" (30:b5:c2:bb:f2:ca),72,-51,-49,-46,75%,76%,26.5129046,80.2321163
50,,wifi,19:53:33,"TPLINK" (30:b5:c2:bb:f2:ca),72,-52,-49,-46,73%,76%,26.5129046,80.2321163
51,,wifi,19:53:34,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-49,-46,73%,76%,26.5129046,80.2321163
52,,wifi,19:53:35,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-49,-46,73%,76%,26.5129037,80.2321001
53,,wifi,19:53:36,"TPLINK" (30:b5:c2:bb:f2:ca),72,-53,-49,-46,73%,76%,26.5129037,80.2321001
54,,wifi,19:53:37,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-49,-46,70%,76%,26.5129037,80.2321001
55,,wifi,19:53:38,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-49,-46,70%,76%,26.5129037,80.2321001
56,,wifi,19:53:39,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-49,-46,70%,76%,26.5129037,80.2321001
57,,wifi,19:53:41,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-50,-46,68%,75%,26.5129037,80.2321001
58,,wifi,19:53:42,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-50,-46,68%,75%,26.5129037,80.2321001
59,,wifi,19:53:43,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-50,-46,68%,75%,26.5129038,80.2321004
60,,wifi,19:53:44,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-50,-46,75%,75%,26.5129038,80.2321004
61,,wifi,19:53:45,"TPLINK" (30:b5:c2:bb:f2:ca),72,-50,-50,-46,75%,75%,26.5129038,80.2321004
