Counter,Info,Signal type,Time (24h),SSID (BSSID),WiFi speed (Mbps),dBm,dBm average,Best signal,Percent:,Percent average,My Location latitude,My Location longitude
,Log date: 10/26/19
,Log start: 20:39:58
,Log interval: 1 seconds
,Device/Model: RMX1911
,Android: Version 9
,SSID (BSSID)SSID (BSSID): "TPLINK" (30:b5:c2:bb:f2:ca)
,MAC: 02:00:00:00:00:00
,WiFi speed: 72 MBit/s
,Encryption: [WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS]
,Frequency (channel): 2452MHz * 9
,IP: 192.168.0.100
,External IP: null
,Netmask: 0.0.0.0
,Gateway: 192.168.0.1
,DHCP-Server: 192.168.0.1
,DNS1: 192.168.0.1
,DNS2: 0.0.0.0
1,,wifi,20:39:59,"TPLINK" (30:b5:c2:bb:f2:ca),72,-38,-38,-38,90%,90%,26.5129032,80.2320852
2,,wifi,20:40:0,"TPLINK" (30:b5:c2:bb:f2:ca),72,-38,-38,-38,90%,90%,26.5129032,80.2320852
3,,wifi,20:40:1,"TPLINK" (30:b5:c2:bb:f2:ca),72,-38,-38,-38,90%,90%,26.5129032,80.2320852
4,,wifi,20:40:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-38,-38,-38,90%,90%,26.5129032,80.2320852
5,,wifi,20:40:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-39,-38,-38,90%,90%,26.5129032,80.2320852
6,,wifi,20:40:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-41,-38,-38,87%,89%,26.5129032,80.2320852
7,,wifi,20:40:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-41,-39,-38,87%,89%,26.5129032,80.2320852
8,,wifi,20:40:6,"TPLINK" (30:b5:c2:bb:f2:ca),72,-43,-39,-38,85%,88%,26.5129118,80.2320851
9,,wifi,20:40:7,"TPLINK" (30:b5:c2:bb:f2:ca),72,-43,-39,-38,85%,88%,26.5129118,80.2320851
10,,wifi,20:40:8,"TPLINK" (30:b5:c2:bb:f2:ca),72,-43,-40,-38,85%,87%,26.5129118,80.2320851
11,,wifi,20:40:9,"TPLINK" (30:b5:c2:bb:f2:ca),72,-44,-40,-38,82%,87%,26.5129118,80.2320851
12,,wifi,20:40:10,"TPLINK" (30:b5:c2:bb:f2:ca),72,-44,-40,-38,82%,86%,26.5129118,80.2320851
13,,wifi,20:40:11,"TPLINK" (30:b5:c2:bb:f2:ca),72,-44,-41,-38,82%,86%,26.5129118,80.2320851
14,,wifi,20:40:12,"TPLINK" (30:b5:c2:bb:f2:ca),72,-45,-41,-38,82%,86%,26.5129118,80.2320851
15,,wifi,20:40:13,"TPLINK" (30:b5:c2:bb:f2:ca),72,-45,-41,-38,82%,85%,26.5129118,80.2320851
16,,wifi,20:40:14,"TPLINK" (30:b5:c2:bb:f2:ca),72,-39,-41,-38,90%,86%,26.5129032,80.2320864
17,,wifi,20:40:15,"TPLINK" (30:b5:c2:bb:f2:ca),72,-41,-41,-38,87%,86%,26.5129032,80.2320864
18,,wifi,20:40:16,"TPLINK" (30:b5:c2:bb:f2:ca),72,-41,-41,-38,87%,86%,26.5129032,80.2320864
19,,wifi,20:40:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-42,-41,-38,85%,86%,26.5129032,80.2320864
20,,wifi,20:40:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-40,-41,-38,87%,86%,26.5129032,80.2320864
