Counter,Info,Signal type,Time (24h),SSID (BSSID),WiFi speed (Mbps),dBm,dBm average,Best signal,Percent:,Percent average,My Location latitude,My Location longitude
,Log date: 10/26/19
,Log start: 20:13:1
,Log interval: 1 seconds
,Device/Model: RMX1911
,Android: Version 9
,SSID (BSSID)SSID (BSSID): "TPLINK" (30:b5:c2:bb:f2:ca)
,MAC: 02:00:00:00:00:00
,WiFi speed: 72 MBit/s
,Encryption: [WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS]
,Frequency (channel): 2452MHz * 9
,IP: 192.168.0.100
,External IP: null
,Netmask: 0.0.0.0
,Gateway: 192.168.0.1
,DHCP-Server: 192.168.0.1
,DNS1: 192.168.0.1
,DNS2: 0.0.0.0
1,,wifi,20:13:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,63%,26.5129044,80.2320972
2,,wifi,20:13:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-60,63%,63%,26.5129044,80.2320972
3,,wifi,20:13:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-60,63%,63%,26.5129026,80.2321011
4,,wifi,20:13:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,63%,26.5129026,80.2321011
5,,wifi,20:13:6,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,63%,26.5129026,80.2321011
6,,wifi,20:13:7,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,63%,26.5129026,80.2321011
7,,wifi,20:13:8,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-60,-60,60%,62%,26.5129026,80.2321011
8,,wifi,20:13:9,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-60,-60,60%,62%,26.5129026,80.2321011
9,,wifi,20:13:10,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-60,-60,60%,62%,26.5129026,80.2321011
10,,wifi,20:13:12,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,62%,26.5129026,80.2321011
11,,wifi,20:13:13,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-60,-60,63%,62%,26.5129023,80.2321015
12,,wifi,20:13:14,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-60,-60,60%,62%,26.5129023,80.2321015
13,,wifi,20:13:15,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-60,-60,60%,61%,26.5129023,80.2321015
14,,wifi,20:13:16,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-61,-60,60%,61%,26.5129023,80.2321015
15,,wifi,20:13:17,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-61,-60,60%,61%,26.5129023,80.2321015
16,,wifi,20:13:18,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-60,-58,65%,61%,26.5129023,80.2321015
17,,wifi,20:13:19,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,61%,26.5129023,80.2321015
18,,wifi,20:13:20,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,61%,26.5129023,80.2321015
19,,wifi,20:13:21,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,62%,26.5129023,80.2321013
20,,wifi,20:13:22,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,62%,26.5129023,80.2321013
21,,wifi,20:13:23,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,62%,26.5129023,80.2321013
22,,wifi,20:13:24,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,62%,26.5129023,80.2321013
23,,wifi,20:13:25,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-60,-58,63%,62%,26.5129023,80.2321013
24,,wifi,20:13:26,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-60,-58,65%,62%,26.5129023,80.2321012
25,,wifi,20:13:27,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-60,-58,65%,62%,26.5129023,80.2321012
26,,wifi,20:13:29,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-60,-57,68%,62%,26.5129023,80.2321012
27,,wifi,20:13:30,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-60,-56,68%,62%,26.5129023,80.2321012
28,,wifi,20:13:31,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-60,-56,68%,63%,26.5129023,80.2321012
29,,wifi,20:13:32,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-60,-56,68%,63%,26.5129023,80.2321012
30,,wifi,20:13:33,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-60,-56,68%,63%,26.5129023,80.2321012
31,,wifi,20:13:34,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-56,65%,63%,26.5129023,80.2321014
32,,wifi,20:13:35,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-56,65%,63%,26.5129023,80.2321014
33,,wifi,20:13:36,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,63%,26.5129023,80.2321014
34,,wifi,20:13:37,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,63%,26.5129023,80.2321014
35,,wifi,20:13:38,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,63%,26.5129023,80.2321014
36,,wifi,20:13:39,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,63%,26.5129023,80.2321014
37,,wifi,20:13:40,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,64%,26.5129023,80.2321014
38,,wifi,20:13:41,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,64%,26.5129023,80.2321014
39,,wifi,20:13:42,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-56,68%,64%,26.5129023,80.2321014
40,,wifi,20:13:44,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-56,65%,64%,26.5129023,80.2321014
41,,wifi,20:13:45,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-56,65%,64%,26.5129023,80.2321014
42,,wifi,20:13:46,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-56,65%,64%,26.5129021,80.2321021
43,,wifi,20:13:47,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-56,65%,64%,26.5129021,80.2321021
44,,wifi,20:13:48,"TPLINK" (30:b5:c2:bb:f2:ca),72,-59,-59,-56,65%,64%,26.5129021,80.2321021
45,,wifi,20:13:49,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-59,-56,63%,64%,26.5129021,80.2321021
46,,wifi,20:13:50,"TPLINK" (30:b5:c2:bb:f2:ca),72,-60,-59,-56,63%,64%,26.5129021,80.2321021
47,,wifi,20:13:51,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-59,-56,63%,64%,26.5129021,80.2321021
48,,wifi,20:13:52,"TPLINK" (30:b5:c2:bb:f2:ca),72,-61,-59,-56,63%,64%,26.5129021,80.2321021
49,,wifi,20:13:53,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-59,-56,60%,64%,26.5129021,80.2321021
50,,wifi,20:13:54,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-59,-56,60%,64%,26.5129021,80.2321021
51,,wifi,20:13:55,"TPLINK" (30:b5:c2:bb:f2:ca),72,-62,-59,-56,60%,63%,26.5129021,80.2321021
52,,wifi,20:13:56,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-59,-55,70%,64%,26.5129021,80.2321021
53,,wifi,20:13:57,"TPLINK" (30:b5:c2:bb:f2:ca),72,-55,-59,-55,70%,64%,26.5129021,80.2321021
54,,wifi,20:13:59,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-55,65%,64%,26.5129024,80.2321011
55,,wifi,20:14:0,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-59,-55,68%,64%,26.5129024,80.2321011
56,,wifi,20:14:1,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-59,-55,68%,64%,26.5129024,80.2321011
57,,wifi,20:14:2,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-59,-55,68%,64%,26.5129024,80.2321011
58,,wifi,20:14:3,"TPLINK" (30:b5:c2:bb:f2:ca),72,-56,-59,-55,68%,64%,26.5129024,80.2321011
59,,wifi,20:14:4,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-55,65%,64%,26.5129024,80.2321011
60,,wifi,20:14:5,"TPLINK" (30:b5:c2:bb:f2:ca),72,-58,-59,-55,65%,64%,26.5129024,80.2321011
61,,wifi,20:14:6,"TPLINK" (30:b5:c2:bb:f2:ca),72,-57,-59,-55,68%,64%,26.5129021,80.2321014
