Name,Time,MAC Address,UUID,Major,Minor,RSSI,Scanned Data
[TV]89,2020/01/30 19:45:32,84:C0:EF:36:FA:AD, , , ,-77, 
null,2020/01/30 19:45:32,05:A6:74:A8:B3:80, , , ,-78, 
null,2020/01/30 19:45:32,26:29:46:E8:B6:AB, , , ,-96, 
null,2020/01/30 19:45:32,17:63:9C:2C:B5:03, , , ,-83, 
null,2020/01/30 19:45:32,0A:6F:AB:31:4C:C9, , , ,-83, 
null,2020/01/30 19:45:32,18:29:09:68:69:54, , , ,-87, 
null,2020/01/30 19:45:32,56:D2:FB:F3:78:AA, , , ,-66, 
null,2020/01/30 19:45:32,1C:28:EB:3F:91:9A, , , ,-89, 
[TV]89,2020/01/30 19:45:32,84:C0:EF:36:FA:AD, , , ,-78, 
null,2020/01/30 19:45:32,57:41:E8:37:44:EA, , , ,-69, 
null,2020/01/30 19:45:32,25:AA:13:79:C3:70, , , ,-92, 
null,2020/01/30 19:45:32,41:5E:6D:AE:CC:E1, , , ,-88, 
null,2020/01/30 19:45:32,15:08:A5:93:49:5A, , , ,-94, 
[TV]89,2020/01/30 19:45:32,84:C0:EF:36:FA:AD, , , ,-76, 
null,2020/01/30 19:45:32,05:A6:74:A8:B3:80, , , ,-80, 
null,2020/01/30 19:45:33,26:29:46:E8:B6:AB, , , ,-95, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-83, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-83, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-86, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-83, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-89, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-91, 
Mi Band 3,2020/01/30 19:45:33,FE:69:6F:98:BE:C2, , , ,-91, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-79, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-94, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-82, 
null,2020/01/30 19:45:33,56:D2:FB:F3:78:AA, , , ,-66, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-84, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-83, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-86, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-83, 
null,2020/01/30 19:45:33,57:41:E8:37:44:EA, , , ,-69, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-73, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-92, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-73, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-82, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-83, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-94, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-82, 
null,2020/01/30 19:45:33,26:29:46:E8:B6:AB, , , ,-97, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-83, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-72, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-86, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-88, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-90, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-73, 
null,2020/01/30 19:45:33,56:D2:FB:F3:78:AA, , , ,-65, 
null,2020/01/30 19:45:33,34:E7:E5:ED:CB:F6, , , ,-100, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-95, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-82, 
null,2020/01/30 19:45:33,57:41:E8:37:44:EA, , , ,-69, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-82, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-82, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-71, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-88, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-86, 
null,2020/01/30 19:45:33,17:14:4C:35:09:26, , , ,-98, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-91, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-71, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-93, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-82, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-83, 
null,2020/01/30 19:45:33,26:29:46:E8:B6:AB, , , ,-97, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-82, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-71, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-82, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-90, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-87, 
null,2020/01/30 19:45:33,56:D2:FB:F3:78:AA, , , ,-67, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-71, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-91, 
null,2020/01/30 19:45:33,57:41:E8:37:44:EA, , , ,-70, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-91, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-84, 
null,2020/01/30 19:45:33,26:29:46:E8:B6:AB, , , ,-100, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-82, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-84, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-83, 
null,2020/01/30 19:45:33,17:14:4C:35:09:26, , , ,-100, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-89, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-87, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-91, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-70, 
null,2020/01/30 19:45:33,5E:0F:13:78:CD:F7, , , ,-94, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-95, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-84, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-79, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-84, 
null,2020/01/30 19:45:33,57:41:E8:37:44:EA, , , ,-71, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-82, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-91, 
null,2020/01/30 19:45:33,56:D2:FB:F3:78:AA, , , ,-64, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-90, 
null,2020/01/30 19:45:33,34:E7:E5:ED:CB:F6, , , ,-98, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-97, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-84, 
null,2020/01/30 19:45:33,26:29:46:E8:B6:AB, , , ,-96, 
null,2020/01/30 19:45:33,56:61:60:8A:D5:F4, , , ,-97, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-84, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-83, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-86, 
null,2020/01/30 19:45:33,56:D2:FB:F3:78:AA, , , ,-65, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-80, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-85, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-86, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-89, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-84, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-83, 
null,2020/01/30 19:45:33,05:A6:74:A8:B3:80, , , ,-77, 
null,2020/01/30 19:45:33,15:08:A5:93:49:5A, , , ,-95, 
null,2020/01/30 19:45:33,22:C9:96:8E:2C:AA, , , ,-83, 
null,2020/01/30 19:45:33,1C:28:EB:3F:91:9A, , , ,-91, 
null,2020/01/30 19:45:33,18:29:09:68:69:54, , , ,-87, 
null,2020/01/30 19:45:33,25:AA:13:79:C3:70, , , ,-89, 
null,2020/01/30 19:45:33,57:41:E8:37:44:EA, , , ,-72, 
[TV]89,2020/01/30 19:45:33,84:C0:EF:36:FA:AD, , , ,-68, 
null,2020/01/30 19:45:33,56:D2:FB:F3:78:AA, , , ,-67, 
null,2020/01/30 19:45:33,17:63:9C:2C:B5:03, , , ,-83, 
null,2020/01/30 19:45:33,0A:6F:AB:31:4C:C9, , , ,-83, 
null,2020/01/30 19:45:34,05:A6:74:A8:B3:80, , , ,-80, 
[TV]89,2020/01/30 19:45:34,84:C0:EF:36:FA:AD, , , ,-68, 
null,2020/01/30 19:45:34,22:C9:96:8E:2C:AA, , , ,-84, 
null,2020/01/30 19:45:34,1C:28:EB:3F:91:9A, , , ,-91, 
null,2020/01/30 19:45:34,18:29:09:68:69:54, , , ,-86, 
null,2020/01/30 19:45:34,25:AA:13:79:C3:70, , , ,-90, 
[TV]89,2020/01/30 19:45:34,84:C0:EF:36:FA:AD, , , ,-69, 
null,2020/01/30 19:45:34,15:08:A5:93:49:5A, , , ,-96, 
null,2020/01/30 19:45:34,17:63:9C:2C:B5:03, , , ,-86, 
null,2020/01/30 19:45:34,0A:6F:AB:31:4C:C9, , , ,-82, 
null,2020/01/30 19:45:34,26:29:46:E8:B6:AB, , , ,-100, 
[TV]89,2020/01/30 19:45:34,84:C0:EF:36:FA:AD, , , ,-71, 
null,2020/01/30 19:45:34,18:29:09:68:69:54, , , ,-83, 
null,2020/01/30 19:45:34,1C:28:EB:3F:91:9A, , , ,-91, 
null,2020/01/30 19:45:34,56:D2:FB:F3:78:AA, , , ,-71, 
null,2020/01/30 19:45:34,25:AA:13:79:C3:70, , , ,-90, 
null,2020/01/30 19:45:34,15:08:A5:93:49:5A, , , ,-95, 
null,2020/01/30 19:45:34,17:63:9C:2C:B5:03, , , ,-86, 
[TV]89,2020/01/30 19:45:34,84:C0:EF:36:FA:AD, , , ,-73, 
null,2020/01/30 19:45:34,22:C9:96:8E:2C:AA, , , ,-83, 
null,2020/01/30 19:45:34,05:A6:74:A8:B3:80, , , ,-79, 
null,2020/01/30 19:45:34,18:29:09:68:69:54, , , ,-83, 
null,2020/01/30 19:45:34,1C:28:EB:3F:91:9A, , , ,-88, 
null,2020/01/30 19:45:34,25:AA:13:79:C3:70, , , ,-91, 
[TV]89,2020/01/30 19:45:34,84:C0:EF:36:FA:AD, , , ,-84, 
